student_track_id,student_id,track_id,date_enrolled,date_completed,track_id,track_name,track_complete,days_for_completion,completion_bucket
97,2112,1,2022-01-17,NULL,1,"Data Scientist",0,NULL,NULL
98,2113,1,2022-09-13,NULL,1,"Data Scientist",0,NULL,NULL
99,2114,3,2022-01-16,NULL,3,"Business Analyst",0,NULL,NULL
100,2114,1,2022-01-16,NULL,1,"Data Scientist",0,NULL,NULL
101,2134,2,2022-06-24,NULL,2,"Data Analyst",0,NULL,NULL
102,2222,2,2022-03-04,NULL,2,"Data Analyst",0,NULL,NULL
103,2255,1,2022-01-24,NULL,1,"Data Scientist",0,NULL,NULL
104,2259,3,2022-09-20,NULL,3,"Business Analyst",0,NULL,NULL
105,2259,2,2022-09-20,NULL,2,"Data Analyst",0,NULL,NULL
106,2264,1,2022-04-30,NULL,1,"Data Scientist",0,NULL,NULL
107,2292,2,2022-05-19,NULL,2,"Data Analyst",0,NULL,NULL
108,2292,1,2022-01-09,NULL,1,"Data Scientist",0,NULL,NULL
109,2295,2,2022-05-24,NULL,2,"Data Analyst",0,NULL,NULL
110,2307,3,2022-01-23,NULL,3,"Business Analyst",0,NULL,NULL
111,2353,3,2022-06-30,NULL,3,"Business Analyst",0,NULL,NULL
112,2397,1,2022-09-02,NULL,1,"Data Scientist",0,NULL,NULL
113,2431,2,2022-05-24,NULL,2,"Data Analyst",0,NULL,NULL
114,2473,1,2022-08-13,NULL,1,"Data Scientist",0,NULL,NULL
115,2611,1,2022-08-11,NULL,1,"Data Scientist",0,NULL,NULL
116,2617,3,2022-01-29,NULL,3,"Business Analyst",0,NULL,NULL
117,2620,2,2022-04-24,NULL,2,"Data Analyst",0,NULL,NULL
118,2629,2,2022-04-05,NULL,2,"Data Analyst",0,NULL,NULL
119,2649,1,2022-07-03,NULL,1,"Data Scientist",0,NULL,NULL
120,2690,1,2022-09-08,NULL,1,"Data Scientist",0,NULL,NULL
121,2701,2,2022-07-16,NULL,2,"Data Analyst",0,NULL,NULL
122,2702,3,2022-05-07,NULL,3,"Business Analyst",0,NULL,NULL
123,2731,2,2022-01-12,NULL,2,"Data Analyst",0,NULL,NULL
124,2827,2,2022-01-27,NULL,2,"Data Analyst",0,NULL,NULL
125,2881,1,2022-06-10,NULL,1,"Data Scientist",0,NULL,NULL
126,2938,1,2022-03-09,NULL,1,"Data Scientist",0,NULL,NULL
127,2945,1,2022-02-16,NULL,1,"Data Scientist",0,NULL,NULL
128,2954,1,2022-03-06,NULL,1,"Data Scientist",0,NULL,NULL
129,2971,2,2022-06-19,NULL,2,"Data Analyst",0,NULL,NULL
130,3002,3,2022-01-07,NULL,3,"Business Analyst",0,NULL,NULL
131,3002,2,2022-01-07,NULL,2,"Data Analyst",0,NULL,NULL
132,3002,1,2022-01-07,NULL,1,"Data Scientist",0,NULL,NULL
133,3056,3,2022-04-03,NULL,3,"Business Analyst",0,NULL,NULL
134,3056,2,2022-04-03,NULL,2,"Data Analyst",0,NULL,NULL
135,3062,2,2022-01-31,NULL,2,"Data Analyst",0,NULL,NULL
136,3080,1,2022-08-06,NULL,1,"Data Scientist",0,NULL,NULL
137,3103,1,2022-06-22,NULL,1,"Data Scientist",0,NULL,NULL
138,3115,2,2022-02-18,NULL,2,"Data Analyst",0,NULL,NULL
139,3183,2,2022-01-26,NULL,2,"Data Analyst",0,NULL,NULL
140,3183,1,2022-02-17,NULL,1,"Data Scientist",0,NULL,NULL
141,3195,2,2022-01-12,NULL,2,"Data Analyst",0,NULL,NULL
142,3239,2,2022-03-11,NULL,2,"Data Analyst",0,NULL,NULL
143,3247,1,2022-04-26,NULL,1,"Data Scientist",0,NULL,NULL
144,3260,2,2022-10-02,NULL,2,"Data Analyst",0,NULL,NULL
145,3297,2,2022-07-31,NULL,2,"Data Analyst",0,NULL,NULL
146,3310,2,2022-10-04,NULL,2,"Data Analyst",0,NULL,NULL
147,3310,1,2022-10-04,NULL,1,"Data Scientist",0,NULL,NULL
148,3360,2,2022-07-18,NULL,2,"Data Analyst",0,NULL,NULL
149,3416,2,2022-02-22,NULL,2,"Data Analyst",0,NULL,NULL
150,3423,1,2022-03-27,NULL,1,"Data Scientist",0,NULL,NULL
151,3478,3,2022-09-04,NULL,3,"Business Analyst",0,NULL,NULL
152,3494,2,2022-09-07,NULL,2,"Data Analyst",0,NULL,NULL
153,3541,1,2022-06-25,NULL,1,"Data Scientist",0,NULL,NULL
154,3550,2,2022-02-08,NULL,2,"Data Analyst",0,NULL,NULL
155,3577,1,2022-05-14,2023-03-05,1,"Data Scientist",1,295,"91 to 365 days"
156,3643,1,2022-01-23,NULL,1,"Data Scientist",0,NULL,NULL
157,3749,2,2022-01-14,NULL,2,"Data Analyst",0,NULL,NULL
158,3751,1,2022-09-20,NULL,1,"Data Scientist",0,NULL,NULL
159,3817,3,2022-04-21,NULL,3,"Business Analyst",0,NULL,NULL
160,3817,2,2022-04-21,NULL,2,"Data Analyst",0,NULL,NULL
161,3824,3,2022-10-17,NULL,3,"Business Analyst",0,NULL,NULL
162,3830,1,2022-05-04,NULL,1,"Data Scientist",0,NULL,NULL
163,3852,2,2022-03-13,NULL,2,"Data Analyst",0,NULL,NULL
164,3856,2,2022-02-12,NULL,2,"Data Analyst",0,NULL,NULL
165,3862,2,2022-01-12,NULL,2,"Data Analyst",0,NULL,NULL
166,3875,1,2022-06-25,NULL,1,"Data Scientist",0,NULL,NULL
167,3887,2,2022-01-28,NULL,2,"Data Analyst",0,NULL,NULL
168,3938,2,2022-10-03,NULL,2,"Data Analyst",0,NULL,NULL
169,4011,1,2022-04-02,NULL,1,"Data Scientist",0,NULL,NULL
170,4059,1,2022-02-14,NULL,1,"Data Scientist",0,NULL,NULL
171,4078,1,2022-06-29,NULL,1,"Data Scientist",0,NULL,NULL
172,4107,2,2022-03-24,NULL,2,"Data Analyst",0,NULL,NULL
173,4141,3,2022-01-13,NULL,3,"Business Analyst",0,NULL,NULL
174,4141,2,2022-01-13,NULL,2,"Data Analyst",0,NULL,NULL
175,4194,2,2022-05-16,NULL,2,"Data Analyst",0,NULL,NULL
176,4205,2,2022-04-03,NULL,2,"Data Analyst",0,NULL,NULL
177,4232,3,2022-08-15,NULL,3,"Business Analyst",0,NULL,NULL
178,4242,3,2022-07-09,NULL,3,"Business Analyst",0,NULL,NULL
179,4242,2,2022-03-25,NULL,2,"Data Analyst",0,NULL,NULL
180,4242,1,2022-02-01,NULL,1,"Data Scientist",0,NULL,NULL
181,4266,3,2022-06-15,NULL,3,"Business Analyst",0,NULL,NULL
182,4266,2,2022-01-19,NULL,2,"Data Analyst",0,NULL,NULL
183,4336,1,2022-03-04,NULL,1,"Data Scientist",0,NULL,NULL
184,4371,1,2022-06-12,NULL,1,"Data Scientist",0,NULL,NULL
185,4392,2,2022-05-30,NULL,2,"Data Analyst",0,NULL,NULL
186,4404,3,2022-09-17,NULL,3,"Business Analyst",0,NULL,NULL
187,4408,3,2022-01-04,NULL,3,"Business Analyst",0,NULL,NULL
188,4408,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
189,4430,2,2022-07-22,NULL,2,"Data Analyst",0,NULL,NULL
190,4441,3,2022-09-11,NULL,3,"Business Analyst",0,NULL,NULL
191,4514,2,2022-06-19,NULL,2,"Data Analyst",0,NULL,NULL
192,4558,3,2022-04-06,NULL,3,"Business Analyst",0,NULL,NULL
193,4558,2,2022-04-06,NULL,2,"Data Analyst",0,NULL,NULL
194,4558,1,2022-04-06,NULL,1,"Data Scientist",0,NULL,NULL
195,4658,1,2022-08-30,NULL,1,"Data Scientist",0,NULL,NULL
196,4691,3,2022-05-04,NULL,3,"Business Analyst",0,NULL,NULL
197,4691,2,2022-05-04,NULL,2,"Data Analyst",0,NULL,NULL
198,4696,1,2022-02-22,NULL,1,"Data Scientist",0,NULL,NULL
199,4763,2,2022-08-17,NULL,2,"Data Analyst",0,NULL,NULL
200,4874,3,2022-05-20,NULL,3,"Business Analyst",0,NULL,NULL
201,4874,2,2022-05-14,NULL,2,"Data Analyst",0,NULL,NULL
202,4884,2,2022-02-18,NULL,2,"Data Analyst",0,NULL,NULL
203,5016,2,2022-07-28,NULL,2,"Data Analyst",0,NULL,NULL
204,5080,2,2022-06-18,NULL,2,"Data Analyst",0,NULL,NULL
205,5142,1,2022-05-20,NULL,1,"Data Scientist",0,NULL,NULL
206,5221,2,2022-06-10,NULL,2,"Data Analyst",0,NULL,NULL
207,5253,1,2022-02-01,NULL,1,"Data Scientist",0,NULL,NULL
208,5334,1,2022-06-02,NULL,1,"Data Scientist",0,NULL,NULL
209,5389,1,2022-02-15,NULL,1,"Data Scientist",0,NULL,NULL
210,5583,2,2022-07-13,NULL,2,"Data Analyst",0,NULL,NULL
211,5583,1,2022-06-22,NULL,1,"Data Scientist",0,NULL,NULL
212,5691,2,2022-06-28,NULL,2,"Data Analyst",0,NULL,NULL
213,5827,2,2022-02-13,2022-04-30,2,"Data Analyst",1,76,"61 to 90 days"
214,5827,1,2022-04-30,NULL,1,"Data Scientist",0,NULL,NULL
215,5836,3,2022-01-15,NULL,3,"Business Analyst",0,NULL,NULL
216,5944,1,2022-06-02,NULL,1,"Data Scientist",0,NULL,NULL
217,5974,2,2022-01-03,2022-01-23,2,"Data Analyst",1,20,"8 to 30 days"
218,6011,1,2022-03-20,NULL,1,"Data Scientist",0,NULL,NULL
219,6053,2,2022-05-21,2022-12-15,2,"Data Analyst",1,208,"91 to 365 days"
220,6063,2,2022-01-23,NULL,2,"Data Analyst",0,NULL,NULL
221,6164,2,2022-05-30,NULL,2,"Data Analyst",0,NULL,NULL
222,6164,1,2022-09-19,NULL,1,"Data Scientist",0,NULL,NULL
223,6165,2,2022-06-05,NULL,2,"Data Analyst",0,NULL,NULL
224,6165,1,2022-06-05,NULL,1,"Data Scientist",0,NULL,NULL
225,6239,2,2022-08-09,NULL,2,"Data Analyst",0,NULL,NULL
226,6363,1,2022-01-24,NULL,1,"Data Scientist",0,NULL,NULL
227,6426,3,2022-02-24,NULL,3,"Business Analyst",0,NULL,NULL
228,6448,3,2022-03-06,NULL,3,"Business Analyst",0,NULL,NULL
229,6448,1,2022-06-20,NULL,1,"Data Scientist",0,NULL,NULL
230,6547,2,2022-02-07,NULL,2,"Data Analyst",0,NULL,NULL
231,6588,2,2022-03-01,NULL,2,"Data Analyst",0,NULL,NULL
232,6589,2,2022-03-20,NULL,2,"Data Analyst",0,NULL,NULL
233,6618,2,2022-03-02,NULL,2,"Data Analyst",0,NULL,NULL
234,6618,1,2022-03-17,NULL,1,"Data Scientist",0,NULL,NULL
235,6657,1,2022-06-19,NULL,1,"Data Scientist",0,NULL,NULL
236,6723,1,2022-07-20,NULL,1,"Data Scientist",0,NULL,NULL
237,6773,2,2022-09-21,NULL,2,"Data Analyst",0,NULL,NULL
238,6773,1,2022-06-11,NULL,1,"Data Scientist",0,NULL,NULL
239,6787,2,2022-01-15,NULL,2,"Data Analyst",0,NULL,NULL
240,6808,3,2022-10-19,NULL,3,"Business Analyst",0,NULL,NULL
241,6862,2,2022-03-03,NULL,2,"Data Analyst",0,NULL,NULL
242,6930,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
243,6930,1,2022-01-04,NULL,1,"Data Scientist",0,NULL,NULL
244,6932,3,2022-03-30,NULL,3,"Business Analyst",0,NULL,NULL
245,6971,1,2022-08-15,NULL,1,"Data Scientist",0,NULL,NULL
246,7037,3,2022-04-14,NULL,3,"Business Analyst",0,NULL,NULL
247,7069,2,2022-01-19,NULL,2,"Data Analyst",0,NULL,NULL
248,7099,2,2022-08-08,NULL,2,"Data Analyst",0,NULL,NULL
249,7217,1,2022-06-29,NULL,1,"Data Scientist",0,NULL,NULL
250,7291,3,2022-03-08,NULL,3,"Business Analyst",0,NULL,NULL
251,7325,3,2022-01-19,NULL,3,"Business Analyst",0,NULL,NULL
252,7329,1,2022-01-27,NULL,1,"Data Scientist",0,NULL,NULL
253,7331,2,2022-07-20,NULL,2,"Data Analyst",0,NULL,NULL
254,7331,1,2022-01-15,NULL,1,"Data Scientist",0,NULL,NULL
255,7343,1,2022-01-23,NULL,1,"Data Scientist",0,NULL,NULL
256,7432,1,2022-02-16,NULL,1,"Data Scientist",0,NULL,NULL
257,7521,1,2022-04-08,NULL,1,"Data Scientist",0,NULL,NULL
258,7548,3,2022-04-15,NULL,3,"Business Analyst",0,NULL,NULL
259,7548,2,2022-04-15,NULL,2,"Data Analyst",0,NULL,NULL
260,7642,2,2022-01-19,NULL,2,"Data Analyst",0,NULL,NULL
261,7684,1,2022-02-16,NULL,1,"Data Scientist",0,NULL,NULL
262,7955,2,2022-05-27,NULL,2,"Data Analyst",0,NULL,NULL
263,7962,1,2022-10-10,NULL,1,"Data Scientist",0,NULL,NULL
264,7978,3,2022-07-23,NULL,3,"Business Analyst",0,NULL,NULL
265,7978,2,2022-07-23,NULL,2,"Data Analyst",0,NULL,NULL
266,7978,1,2022-07-23,NULL,1,"Data Scientist",0,NULL,NULL
267,7999,1,2022-01-04,NULL,1,"Data Scientist",0,NULL,NULL
268,8161,1,2022-09-20,NULL,1,"Data Scientist",0,NULL,NULL
269,8188,1,2022-05-18,NULL,1,"Data Scientist",0,NULL,NULL
270,8191,2,2022-07-11,NULL,2,"Data Analyst",0,NULL,NULL
271,8194,1,2022-06-07,NULL,1,"Data Scientist",0,NULL,NULL
272,8260,3,2022-01-05,NULL,3,"Business Analyst",0,NULL,NULL
273,8431,3,2022-05-02,NULL,3,"Business Analyst",0,NULL,NULL
274,8431,2,2022-02-15,NULL,2,"Data Analyst",0,NULL,NULL
275,8495,3,2022-01-10,NULL,3,"Business Analyst",0,NULL,NULL
276,8495,2,2022-04-09,NULL,2,"Data Analyst",0,NULL,NULL
277,8495,1,2022-04-10,NULL,1,"Data Scientist",0,NULL,NULL
278,8544,1,2022-06-25,NULL,1,"Data Scientist",0,NULL,NULL
279,8567,2,2022-09-07,NULL,2,"Data Analyst",0,NULL,NULL
280,8572,1,2022-07-27,NULL,1,"Data Scientist",0,NULL,NULL
281,8594,1,2022-01-25,NULL,1,"Data Scientist",0,NULL,NULL
282,8641,2,2022-06-25,NULL,2,"Data Analyst",0,NULL,NULL
283,9055,2,2022-08-05,NULL,2,"Data Analyst",0,NULL,NULL
284,9061,1,2022-08-22,NULL,1,"Data Scientist",0,NULL,NULL
285,9108,2,2022-04-23,NULL,2,"Data Analyst",0,NULL,NULL
286,9169,2,2022-09-21,NULL,2,"Data Analyst",0,NULL,NULL
287,9170,1,2022-09-27,NULL,1,"Data Scientist",0,NULL,NULL
288,9268,2,2022-06-19,NULL,2,"Data Analyst",0,NULL,NULL
289,9305,1,2022-09-22,NULL,1,"Data Scientist",0,NULL,NULL
290,9409,2,2022-01-17,NULL,2,"Data Analyst",0,NULL,NULL
291,9500,2,2022-03-08,NULL,2,"Data Analyst",0,NULL,NULL
292,9558,2,2022-01-06,NULL,2,"Data Analyst",0,NULL,NULL
293,9561,2,2022-02-10,NULL,2,"Data Analyst",0,NULL,NULL
294,9653,2,2022-02-09,NULL,2,"Data Analyst",0,NULL,NULL
295,9754,3,2022-01-08,NULL,3,"Business Analyst",0,NULL,NULL
296,9754,2,2022-03-20,NULL,2,"Data Analyst",0,NULL,NULL
297,9771,3,2022-05-20,NULL,3,"Business Analyst",0,NULL,NULL
298,9771,2,2022-03-21,NULL,2,"Data Analyst",0,NULL,NULL
299,9808,1,2022-05-26,NULL,1,"Data Scientist",0,NULL,NULL
300,10009,2,2022-02-24,NULL,2,"Data Analyst",0,NULL,NULL
301,10016,2,2022-08-15,NULL,2,"Data Analyst",0,NULL,NULL
302,10051,1,2022-06-05,NULL,1,"Data Scientist",0,NULL,NULL
303,10149,3,2022-08-11,NULL,3,"Business Analyst",0,NULL,NULL
304,10218,1,2022-06-23,NULL,1,"Data Scientist",0,NULL,NULL
305,10299,2,2022-03-31,NULL,2,"Data Analyst",0,NULL,NULL
306,10422,2,2022-02-14,NULL,2,"Data Analyst",0,NULL,NULL
307,10549,2,2022-01-17,2023-05-14,2,"Data Analyst",1,482,"366+ days"
308,10631,2,2022-09-24,NULL,2,"Data Analyst",0,NULL,NULL
309,10790,2,2022-03-12,NULL,2,"Data Analyst",0,NULL,NULL
310,10827,1,2022-09-08,NULL,1,"Data Scientist",0,NULL,NULL
311,10966,2,2022-03-25,NULL,2,"Data Analyst",0,NULL,NULL
312,11002,2,2022-08-04,NULL,2,"Data Analyst",0,NULL,NULL
313,11119,2,2022-04-28,NULL,2,"Data Analyst",0,NULL,NULL
314,11209,2,2022-06-29,NULL,2,"Data Analyst",0,NULL,NULL
315,11215,2,2022-05-16,NULL,2,"Data Analyst",0,NULL,NULL
316,11250,3,2022-04-03,NULL,3,"Business Analyst",0,NULL,NULL
317,11250,2,2022-04-03,NULL,2,"Data Analyst",0,NULL,NULL
318,11250,1,2022-04-03,NULL,1,"Data Scientist",0,NULL,NULL
319,11357,1,2022-03-20,NULL,1,"Data Scientist",0,NULL,NULL
320,11361,1,2022-03-29,NULL,1,"Data Scientist",0,NULL,NULL
321,11418,2,2022-08-04,NULL,2,"Data Analyst",0,NULL,NULL
322,11418,1,2022-08-04,NULL,1,"Data Scientist",0,NULL,NULL
323,11599,2,2022-01-10,NULL,2,"Data Analyst",0,NULL,NULL
324,11630,2,2022-01-16,NULL,2,"Data Analyst",0,NULL,NULL
325,11711,2,2022-04-24,NULL,2,"Data Analyst",0,NULL,NULL
326,11888,1,2022-01-06,NULL,1,"Data Scientist",0,NULL,NULL
327,11990,3,2022-04-20,NULL,3,"Business Analyst",0,NULL,NULL
328,11990,2,2022-04-20,NULL,2,"Data Analyst",0,NULL,NULL
329,11990,1,2022-04-20,NULL,1,"Data Scientist",0,NULL,NULL
330,12234,2,2022-02-15,NULL,2,"Data Analyst",0,NULL,NULL
331,12270,2,2022-03-21,NULL,2,"Data Analyst",0,NULL,NULL
332,12279,3,2022-08-31,NULL,3,"Business Analyst",0,NULL,NULL
333,12279,2,2022-06-05,NULL,2,"Data Analyst",0,NULL,NULL
334,12279,1,2022-06-05,NULL,1,"Data Scientist",0,NULL,NULL
335,12488,2,2022-08-26,NULL,2,"Data Analyst",0,NULL,NULL
336,12491,1,2022-01-20,NULL,1,"Data Scientist",0,NULL,NULL
337,12496,2,2022-07-29,NULL,2,"Data Analyst",0,NULL,NULL
338,12532,3,2022-03-07,NULL,3,"Business Analyst",0,NULL,NULL
339,12598,1,2022-08-03,NULL,1,"Data Scientist",0,NULL,NULL
340,12623,2,2022-01-19,2022-07-06,2,"Data Analyst",1,168,"91 to 365 days"
341,12786,2,2022-03-31,NULL,2,"Data Analyst",0,NULL,NULL
342,12816,3,2022-03-31,NULL,3,"Business Analyst",0,NULL,NULL
343,12897,2,2022-03-27,NULL,2,"Data Analyst",0,NULL,NULL
344,13073,3,2022-10-06,NULL,3,"Business Analyst",0,NULL,NULL
345,13114,1,2022-06-15,NULL,1,"Data Scientist",0,NULL,NULL
346,13180,2,2022-05-24,NULL,2,"Data Analyst",0,NULL,NULL
347,13182,2,2022-01-26,NULL,2,"Data Analyst",0,NULL,NULL
348,13296,1,2022-05-09,NULL,1,"Data Scientist",0,NULL,NULL
349,13538,2,2022-01-07,NULL,2,"Data Analyst",0,NULL,NULL
350,13595,3,2022-01-18,NULL,3,"Business Analyst",0,NULL,NULL
351,13595,2,2022-01-18,NULL,2,"Data Analyst",0,NULL,NULL
352,13621,2,2022-08-09,NULL,2,"Data Analyst",0,NULL,NULL
353,13656,1,2022-04-08,NULL,1,"Data Scientist",0,NULL,NULL
354,13832,2,2022-03-06,NULL,2,"Data Analyst",0,NULL,NULL
355,13973,1,2022-06-15,NULL,1,"Data Scientist",0,NULL,NULL
356,14000,2,2022-08-15,NULL,2,"Data Analyst",0,NULL,NULL
357,14010,2,2022-02-05,NULL,2,"Data Analyst",0,NULL,NULL
358,14091,2,2022-04-28,NULL,2,"Data Analyst",0,NULL,NULL
359,14216,3,2022-06-18,NULL,3,"Business Analyst",0,NULL,NULL
360,14299,2,2022-02-19,NULL,2,"Data Analyst",0,NULL,NULL
361,14344,1,2022-05-30,NULL,1,"Data Scientist",0,NULL,NULL
362,14357,1,2022-09-20,NULL,1,"Data Scientist",0,NULL,NULL
363,14383,3,2022-05-18,NULL,3,"Business Analyst",0,NULL,NULL
364,14383,1,2022-01-27,NULL,1,"Data Scientist",0,NULL,NULL
365,14700,3,2022-05-05,NULL,3,"Business Analyst",0,NULL,NULL
